Timestamp,Temperature
2025-06-24 12:44:40,26.87
2025-06-24 12:44:41,26.87
2025-06-24 12:44:43,26.87
2025-06-24 12:44:45,26.87
2025-06-24 12:44:46,26.87
2025-06-24 12:44:48,26.87
2025-06-24 12:44:50,26.87
2025-06-24 12:44:51,26.87
2025-06-24 12:44:53,26.87
2025-06-24 12:44:54,26.81
2025-06-24 12:44:56,26.81
2025-06-24 12:44:58,26.81
2025-06-24 12:44:59,26.81
2025-06-24 12:45:01,26.81
2025-06-24 12:45:03,26.81
2025-06-24 12:45:04,26.81
2025-06-24 12:45:06,26.81
2025-06-24 12:45:08,26.81
2025-06-24 12:45:09,26.81
2025-06-24 12:45:11,26.81
2025-06-24 12:45:13,26.81
2025-06-24 12:45:14,26.81
2025-06-24 12:45:16,26.81
2025-06-24 12:45:18,26.81
2025-06-24 12:45:19,26.81
2025-06-24 12:45:21,26.81
2025-06-24 12:45:23,26.81
2025-06-24 12:45:24,26.81
2025-06-24 12:45:26,26.81
2025-06-24 12:45:28,26.81
2025-06-24 12:45:29,26.81
2025-06-24 12:45:31,26.81
2025-06-24 12:45:32,26.81
2025-06-24 12:45:34,26.81
2025-06-24 12:45:36,26.81
2025-06-24 12:45:37,26.81
2025-06-24 12:45:39,26.81
2025-06-24 12:45:41,26.81
2025-06-24 12:45:42,26.81
2025-06-24 12:45:44,26.81
2025-06-24 12:45:46,26.81
2025-06-24 12:45:47,26.81
2025-06-24 12:45:49,26.81
2025-06-24 12:45:51,26.87
2025-06-24 12:45:52,26.81
2025-06-24 12:45:54,26.81
2025-06-24 12:51:56,26.87
2025-06-24 12:51:57,26.87
2025-06-24 12:51:59,26.87
2025-06-24 12:52:01,26.87
2025-06-24 12:52:02,26.87
2025-06-24 12:52:04,26.87
2025-06-24 12:52:06,26.87
2025-06-24 12:52:21,26.87
2025-06-24 12:52:22,26.87
2025-06-24 12:52:24,26.87
2025-06-24 12:52:25,26.87
2025-06-24 12:52:27,26.87
2025-06-24 12:52:29,26.94
2025-06-24 12:52:30,26.87
2025-06-24 12:52:32,26.87
2025-06-24 12:52:34,26.87
2025-06-24 12:52:35,26.87
2025-06-24 14:09:58,26.31
2025-06-24 14:10:00,26.31
2025-06-24 14:10:01,26.25
2025-06-24 14:10:03,26.25
2025-06-24 14:10:05,26.25
2025-06-24 14:10:06,26.25
2025-06-24 14:10:11,26.25
2025-06-24 14:10:13,26.25
2025-06-24 14:10:15,26.31
2025-06-24 14:10:16,26.31
2025-06-24 14:10:18,26.31
2025-06-24 14:10:19,26.31
2025-06-24 14:10:21,26.31
2025-06-24 14:10:23,26.31
2025-06-24 14:10:24,26.31
2025-06-24 14:10:26,26.31
2025-06-24 14:10:28,26.31
2025-06-24 14:10:29,26.31
2025-06-24 14:10:31,26.31
2025-06-24 14:10:33,26.37
2025-06-24 14:10:34,26.37
2025-06-24 14:10:36,26.37
2025-06-24 14:10:38,26.37
2025-06-24 14:10:39,26.37
2025-06-24 14:10:41,26.37
2025-06-24 14:10:43,26.37
2025-06-24 14:10:44,26.37
2025-06-24 14:10:46,26.31
2025-06-24 14:10:48,26.31
2025-06-24 14:10:49,26.31
2025-06-24 14:10:51,26.31
2025-06-24 14:10:52,26.31
2025-06-24 14:10:54,26.31
2025-06-24 14:10:56,26.31
2025-06-24 14:10:57,26.31
2025-06-24 14:10:59,26.31
2025-06-24 14:11:01,26.31
2025-06-24 14:11:02,26.31
2025-06-24 14:11:04,26.31
2025-06-24 14:11:06,26.31
2025-06-24 14:11:07,26.31
2025-06-24 14:11:09,26.37
2025-06-24 14:11:11,26.31
2025-06-24 14:11:12,26.31
2025-06-24 14:11:14,26.31
2025-06-24 14:11:16,26.31
2025-06-24 14:11:17,26.31
2025-06-24 14:11:19,26.31
2025-06-24 14:11:21,26.31
2025-06-24 14:11:22,26.31
2025-06-24 14:11:24,26.31
2025-06-24 14:11:26,26.31
2025-06-24 14:11:27,26.31
2025-06-24 14:11:29,26.31
2025-06-24 14:11:30,26.31
2025-06-24 14:11:32,26.31
2025-06-24 14:11:34,26.31
2025-06-24 14:11:35,26.31
2025-06-24 14:11:37,26.31
2025-06-24 14:11:39,26.31
2025-06-24 14:11:40,26.31
2025-06-24 14:11:42,26.31
2025-06-24 14:11:44,26.31
2025-06-24 14:11:45,26.31
2025-06-24 14:11:47,26.31
2025-06-24 14:11:49,26.31
2025-06-24 14:11:50,26.31
2025-06-24 14:11:52,26.31
2025-06-24 14:11:54,26.31
2025-06-24 14:11:55,26.31
2025-06-24 14:11:57,26.31
2025-06-24 14:11:59,26.31
2025-06-24 14:12:00,26.31
2025-06-24 14:12:02,26.31
2025-06-24 14:12:04,26.31
2025-06-24 14:12:05,26.31
2025-06-24 14:12:07,26.31
2025-06-24 14:12:08,26.31
2025-06-24 14:12:10,26.31
2025-06-24 14:12:12,26.31
2025-06-24 14:12:13,26.31
2025-06-24 14:12:15,26.31
2025-06-24 14:12:17,26.31
2025-06-24 14:12:18,26.31
2025-06-24 14:12:20,26.31
2025-06-24 14:12:22,26.31
2025-06-24 14:12:23,26.31
2025-06-24 14:12:25,26.31
2025-06-24 14:12:27,26.31
2025-06-24 14:12:28,26.31
2025-06-24 14:12:30,26.25
2025-06-24 14:12:32,26.25
2025-06-24 14:12:33,26.25
2025-06-24 14:12:35,26.25
2025-06-24 14:12:37,26.25
2025-06-24 14:12:38,26.25
2025-06-24 14:12:40,26.25
2025-06-24 14:12:42,26.25
2025-06-24 14:12:43,26.25
2025-06-24 14:12:45,26.25
2025-06-24 14:12:46,26.25
2025-06-24 14:12:48,26.25
2025-06-24 14:12:50,26.19
2025-06-24 14:12:51,26.25
2025-06-24 14:12:53,26.19
2025-06-24 14:12:55,26.25
2025-06-24 14:12:56,26.19
2025-06-24 14:12:58,26.25
2025-06-24 14:13:00,26.25
2025-06-24 14:13:01,26.19
2025-06-24 14:13:03,26.19
2025-06-24 14:13:05,26.19
2025-06-24 14:13:06,26.25
2025-06-24 14:13:08,26.25
2025-06-24 14:13:10,26.19
2025-06-24 14:13:11,26.19
2025-06-24 14:13:13,26.19
2025-06-24 14:13:15,26.19
2025-06-24 14:13:16,26.19
2025-06-24 14:13:18,26.19
2025-06-24 14:13:19,26.19
2025-06-24 14:13:21,26.19
2025-06-24 14:13:23,26.19
2025-06-24 14:13:24,26.19
